x1,x2,y
2.1640641208713256,-1.0121139793422054,1
1.9475621692119989,-1.9134942380328597,1
-0.8607531559039093,-1.08900648693587,0
2.530348314083165,0.040822495230618316,1
1.0149541932429542,2.798954756170963,1
4.462315332833729,2.089667194855255,1
-0.33500292543547233,-1.0907015049198523,0
-0.5776928270757475,-0.7544147699356147,0
-2.2266385399043442,2.429889302684427,0
2.2403763982673155,-1.3636218794622876,1
1.7332318434380896,0.5706542086940455,1
2.1648388214998024,1.2604189691045866,1
0.6872988763003245,0.4722665976104693,1
-0.4260075531334108,0.6412976739560738,0
1.177612471504912,1.73616065155304,1
-4.7304816671217615,-1.433236272849706,0
1.3399048516385892,0.5093527667528625,1
1.5763986298201471,0.8228731621444609,1
-2.2998904102932327,0.8858421741995555,0
-1.130506470548276,1.4027765717960738,0
1.827710999944157,0.4270767390279607,1
1.962719078818988,3.730982170090536,1
-1.9688498584926408,-1.3581928850631555,0
-2.9692695432893847,-0.5290965042254173,0
3.3876506740869528,-1.0997839950653188,1
-3.311149957902386,1.0971034079320148,0
1.1517417087515147,-0.6976121519202464,1
2.2946863902435437,-0.4953476936335924,1
-1.001405395265193,0.0840736750885799,0
-1.1211744330944655,-0.4891057354917561,0
1.0373569397404296,2.2771496673631995,1
-0.4790194791059811,-2.428434348212264,0
0.9237464742745898,-0.956753823598792,1
0.4125172833050497,-1.435467887141158,1
0.7943498021366042,0.3654768496905167,1
0.87799294271608,0.7654461569051777,1
-3.4023970604060554,0.8244329684505839,0
3.818050067203192,-0.5499381773961899,1
-1.4535557671575043,-0.21423339250524545,0
-1.802789016573193,-2.7137734702116107,0
0.5020151564662242,0.5657002472675122,1
-1.9375581544845115,-0.3028251264614998,0
-1.094552744430166,0.9618762044434316,0
-1.7554157413436782,-1.1542752107137957,0
0.056588076327832686,1.3373895606116677,1
-4.069213613284647,-1.000076948894119,0
0.2974139484132848,-0.7588911876472682,1
-1.7391041091459345,-0.7248271252438077,0
1.3303582466241586,2.2030586399613967,1
-2.7025376965143395,-0.42543876286979,0
-0.18307579590660347,0.6013929276300285,1
0.8034566497594381,-0.5653386771887864,1
0.8616896527533247,-0.5220216553062348,1
2.1573300864358256,-0.22341352697433653,1
-0.9432111394914898,-0.92957245482374,0
-0.19230854276955453,0.007446049903869199,0
1.5796896900289057,-1.467952831697913,1
